ç   1308274      1    5 GRACELI PORTO BENEVIDES ME               15.07.1996                1.000,00 0                 0                 17.10.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1329282      1   38 JUCIBAR COM E REPRESENT LTDA ME          01.01.1991               10.000,00 0                 0                 15.07.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1329666      1   50 FUTEBOLCARD SISTEMAS LTDA - EPP          23.07.1996            3.435.760,00 0                 0                 07.11.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1365534      1   84 EDITORA ARTICULACAO UNIVERSIDADE ESCOLA  04.07.1996               10.000,00 0                 0                 17.02.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1399091      1   42 TEREZA DE JESUS DE ASSIS ME              23.08.1996              300.000,00 0                 0                 27.11.2013                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1402689      1   43 GG TRANSPORTES LTDA                      20.07.1996                5.000,00 0                 0                 10.09.2008                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1442657      2   52 TRANSCAJURU LTDA - EPP                   12.07.2010               52.000,00 0                 0                 15.10.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1444425      2   33 SEON YOUNG HWANG OH                      29.01.2009                1.000,00 0                 0                 25.07.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1562725      5   60 MADEIREIRA RIO NORTE LTDA                27.09.2010                    1,00 0                 0                 26.09.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1571818      1   27 PAPELARIA E LIVRARIA BARROSO LTDA        21.11.1996               50.000,00 0                 0                 02.09.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1592159      2   96 CHESS INDUSTRIA E COMERCIO LTDA          11.03.2014               10.000,00 0                 0                 03.04.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1627684      3   80 COMERCIAL CALOMENO LTDA                  05.10.2009               60.000,00 0                 0                 27.08.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1663030      1   40 TRES MORAES DE TERESOPOLIS CONSTRUCOES   19.02.1997                6.000,00 0                 0                 29.10.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1694775      1   77 M. A. PATY 2010 PERFUMARIA LTDA ME       30.01.1997               20.000,00 0                 0                 26.08.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1781522      1   30 SERGIO VARELLA & ASSOCIADOS LTDA. EPP    18.04.1997               10.000,00 0                 0                 10.03.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1798875      2   24 POSTO REIS LTDA                          31.08.2011               40.000,00 0                 0                 11.11.2013                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1836913      1    5 CAMARA MUN DE LIMOEIRO DO NORTE          15.05.1997                    1,00 0                 0                 04.06.2010                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1844230      1    8 IZOLINA POLETTO BRAGA PEREIRA ME         11.09.2004               10.000,00 0                 0                 23.09.2011                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ª                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
çTRANSITO PESSJURI.CARGFICA DESENVOLVIMENTO        10/11/2014        09:16:58        - 2 -                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ç                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ç       CPF FILIAL CTRL NOME                                     DT FUND                VALOR RENDA CINDCD-COBR-RENEG CINDCD-COBR-RENEG HATULZ                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ç---------- ------ ---- ---------------------------------------- ---------- ----------------------- ----------------- ----------------- ----------                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1860665      1   38 WILSON TEIXEIRA DOS SANTOS & CIA LTDA    23.04.1997               10.000,00 0                 0                 21.08.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1877435      1   81 C S DURAN - ME                           28.05.1997               10.000,00 0                 0                 29.10.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1908837      2   87 OTICAS MASTER LTDA - ME                  18.06.2014               10.000,00 0                 0                 15.07.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1919796      1   43 NAIR C GARBELOTTO ME                     10.06.1997                5.000,00 0                 0                 30.07.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1991941      1    5 MARIA ERILANDIA DE OLIVEIRA PEREIRA CARA 04.07.1997                4.000,00 0                 0                 04.11.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   1994325      1    8 VIMALUX TINTAS E VERNIZES LTDA           14.01.1997                5.000,00 0                 0                 23.10.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   2025509      1   14 VASQUES E VASQUES LTDA                   29.07.1997                3.000,00 0                 0                 14.03.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   2039003      1   64 PARIS PACK EMBALAGENS LTDA               15.08.1997                1.000,00 0                 0                 10.07.2013                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   2044248      1   80 CHALE CONSULT ADM IMOVEIS SC LTDA        15.05.1997                3.000,00 0                 0                 29.04.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   2047260      1   48 NAKATANI MATERIAIS DE CONSTRUCOES LTDA   03.07.1997              100.000,00 0                 0                 29.10.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   2089349      1   77 N R J INFORMATICA LTDA                   14.05.1997                    1,00 0                 0                 26.03.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   2130014      1   55 MORGAN MATERIAS PARA CONSTRUCAO LTDA     02.05.1997              100.000,00 0                 0                 07.07.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   2160964      1   22 AG22 COMERCIAL E SERVICOS LTDA           25.08.2001               10.000,00 0                 0                 23.05.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   2181191      1   60 KORAL BRASIL CONFECCAO LTDA ME           03.10.1997                2.000,00 0                 0                 06.05.2013                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   2212355      1   70 TEREZA MARIA DA COSTA ME                 06.12.1976               30.000,00 0                 0                 27.08.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ç   2238790      1   73 T DE C MARQUES E CIA LTDA ME             15.10.1997               13.000,00 0                 0                 29.10.2014                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
