
                    J E S 2  J O B  L O G  --  S Y S T E M  A L 1 B  --  N O D E

07.28.20 JOB83346 ---- FRIDAY,    25 JUL 2014 ----
07.33.09 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.33.39 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.33.39 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.34.12 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.34.12 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.34.43 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.34.43 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.35.14 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.35.14 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.35.45 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.35.45 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.36.15 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.36.15 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.36.45 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.36.45 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.37.15 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.37.15 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.37.45 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.37.45 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.38.15 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.38.15 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.38.47 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.38.47 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.39.20 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.39.20 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.39.54 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.39.54 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.40.26 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.40.26 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.40.57 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.40.57 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.41.27 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.41.27 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.41.58 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.41.58 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.42.29 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.42.29 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.43.00 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.43.00 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.43.27 JOB83346  SVM4000I CLLP0140, STEP0, SAI, ATTEMPTING SPACSECR FOR AC.CLL
07.43.27 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.43.51 JOB83346  +* POOL0003 * TOTAL DE REGISTROS DO ARQUIVO =     153.680.039
07.43.51 JOB83346  -CLLP0140 STEP0                00  4285K   599K   1.97    .10
07.43.51 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTWK02, ATTEMPTING SPACSECR
                            SA1WK3, 1
07.43.51 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.43.51 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTWK02, ATTEMPTING SPACVOLA
                            SA1WK3, 1
07.43.51 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.43.51 JOB83346  IEC030I B37-04,IFG0554A,CLLP0140,SORT,SORTWK02,63FF,SA1WK3,E6
   395             SYS14206.T074351.RA000.CLLP0140.R0542466
07.43.51 JOB83346  +ICE097I 2 CLLP0140.STEP1    SORT RECOVERING FROM B37 ABEND O
07.55.14 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
07.55.14 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.55.34 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
07.55.34 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.55.52 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
07.55.52 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.56.14 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
07.56.14 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.56.35 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
07.56.35 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.56.55 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
07.56.55 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.57.16 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
07.57.16 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.57.36 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
07.57.36 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.57.55 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
07.57.55 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.58.13 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
07.58.13 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.58.32 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
07.58.32 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.58.51 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
07.58.51 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.59.11 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
07.59.11 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.59.29 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
07.59.29 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
07.59.48 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
07.59.48 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.00.07 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
08.00.07 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.00.25 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
08.00.25 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.00.44 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
08.00.44 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.01.04 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
08.01.04 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.01.23 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
08.01.23 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.01.43 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
08.01.43 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.02.03 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
08.02.03 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.02.23 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
08.02.23 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.02.42 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
08.02.42 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.03.02 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
08.03.02 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.03.23 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
08.03.23 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.03.43 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
08.03.43 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.04.03 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
08.04.03 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.04.23 JOB83346  SVM4000I CLLP0140, STEP1.SORT, SORTOUT, ATTEMPTING SPACSECR F
08.04.23 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.04.37 JOB83346  -CLLP0140 STEP1    SORT        00   272K  1333K   1.66    .13
08.05.05 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.05.05 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.05.34 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.05.34 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.06.01 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.06.01 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.06.30 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.06.30 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.06.59 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.06.59 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.07.29 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.07.29 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.07.58 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.07.58 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.08.28 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.08.28 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.08.56 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.08.56 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.09.23 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.09.23 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.09.51 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.09.51 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.10.20 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.10.20 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.10.51 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.10.51 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.11.21 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.11.21 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.11.50 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.11.50 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.12.19 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.12.19 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.12.48 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.12.48 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.13.16 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.13.16 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.13.43 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.13.43 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.14.13 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.14.13 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.14.41 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.14.41 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.15.09 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.15.09 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.15.38 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.15.38 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.16.07 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.16.07 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.16.36 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.16.36 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.17.08 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.17.08 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.17.37 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.17.37 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.18.05 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.18.05 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.18.34 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.18.34 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.19.03 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.19.03 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.19.32 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.19.32 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.19.59 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.19.59 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.20.29 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.20.29 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.20.57 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.20.57 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.21.25 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.21.25 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.21.53 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.21.53 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.22.21 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.22.21 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.22.50 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.22.50 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.23.19 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.23.19 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.23.47 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACSECR FOR AC.CL
08.23.47 JOB83346  SVM4001I RECOVERY ATTEMPT FAILED TO PASS FLST/RLST CRITERIA
08.23.47 JOB83346  SVM4000I CLLP0140, STEP1A, SAI, ATTEMPTING SPACVOLA FOR AC.CL
08.23.47 JOB83346  SVM4601I RECOVERY TERMINATED: DATA SET EXISTS ON MAXIMUM VOLU
08.23.47 JOB83346  IEC030I B37-04,IFG0554A,CLLP0140,STEP1A,SAI,A6E1,SA12P8,E6002
   062             AC.CLLP.CADUB018.CLAS.G0001V00
08.23.47 JOB83346  IEA995I SYMPTOM DUMP OUTPUT  064
   064             SYSTEM COMPLETION CODE=B37  REASON CODE=00000004
   064              TIME=08.23.47  SEQ=11208  CPU=0000  ASID=0506
   064              PSW AT TIME OF ERROR  075C1000   80DA7916  ILC 2  INTC 0D
   064                NO ACTIVE MODULE FOUND
   064                NAME=UNKNOWN
   064                DATA AT PSW  00DA7910 - 41003038  0A0DB20A  00509808
   064                AR/GR 0: 008C29F0/00DA7B24   1: 00000000/A4B37000
   064                      2: 00000000/00007DDC   3: 00000000/00DA7AEC
   064                      4: 00000000/0089D4A8   5: 00000000/00DBE000
   064                      6: 00000000/0089D74C   7: 00000000/0089D7A4
   064                      8: 00000000/0089D76C   9: 00000000/0089E908
   064                      A: 00000000/00879310   B: 00000000/00DA75A2
   064                      C: 00000000/008AE134   D: 00000000/7FFAED20
   064                      E: 00000000/00DA75A2   F: 00000000/00000004
   064              END OF SYMPTOM DUMP
08.23.47 JOB83346  IEA848I NO DUMP WAS PRODUCED FOR THIS ABEND, DUE TO SYSTEM OR
08.23.47 JOB83346  IEF450I CLLP0140 STEP1A - ABEND=SB37 U0000 REASON=00000004  0
   066                     TIME=08.23.47
08.23.47 JOB83346  -CLLP0140 STEP1A            *SB37  5236K   714K   1.50    .11
08.23.47 JOB83346  -CLLP0140 STEP2    SORT     FLUSH      0      0    .00    .00
08.23.47 JOB83346  -CLLP0140 STEP3             FLUSH      0      0    .00    .00
08.23.47 JOB83346  -CLLP0140 STEP3A            FLUSH      0      0    .00    .00
08.23.47 JOB83346  -CLLP0140 STEP4    SORT     FLUSH      0      0    .00    .00
08.23.47 JOB83346  -CLLP0140 STEP5             FLUSH      0      0    .00    .00
08.23.47 JOB83346  -CLLP0140 STEP5A            FLUSH      0      0    .00    .00
08.23.47 JOB83346  -CLLP0140 STEP6    SORT     FLUSH      0      0    .00    .00
08.23.47 JOB83346  -CLLP0140 STEP7             FLUSH      0      0    .00    .00
08.23.47 JOB83346  IEF404I CLLP0140 - ENDED - TIME=08.23.47
08.23.47 JOB83346  -CLLP0140 ENDED.  NAME-F914349              TOTAL TCB CPU TIM
08.23.47 JOB83346  $HASP395 CLLP0140 ENDED
------ JES2 JOB STATISTICS ------
  25 JUL 2014 JOB EXECUTION DATE
          192 CARDS READ
          877 SYSOUT PRINT RECORDS
            0 SYSOUT PUNCH RECORDS
           69 SYSOUT SPOOL KBYTES
        55.44 MINUTES EXECUTION TIME

        1 //CLLP0140 JOB 'CLLP,4120,PR32','F914349',MSGCLASS=1,REGION=8M,
          //       MSGLEVEL=(1,1)
          //*---- SUBMITTED BY CONTROL-M (FROM OVERLIB)     ODATE=140725
          //*---- SCHEDULE AC.CTMR.PUB.PR32.CARGAS.CTM93207.G0001V00(+1)
          //*---- SCHEDULED DUE TO RBC:
          //*---- JCL      AC.OVERFILE(CLLP0140)
          //*---- CONTROL-M JOB IDENTIFICATION:  ORDER ID=LNUOT  RUN NO.=00002
        2 //JOBLIB   DD DSN=AC.BIBGERAL,DISP=SHR
        3 //         DD DSN=DB2A1.R2.DSNLOAD,DISP=SHR
        4 //         DD DSN=SYS1.CEE.SCEERUN,DISP=SHR
          //*
          //* ***    GERACAO DO ARQUIVO CADUV000
          //*
        5 //STEPCTM  EXEC CTMRDOVE,
          //       GR=PR32,
          //       IND=AC
        6 XXCTMRDOVE PROC GR=,IND=
